"Klub","Nazwa_stadionu","Pojemnosc","Liczba_widzow","Srednia","Wykorzystanie","Sezon","Kraj","Liczba_meczow","Zwyciestwa","Remisy","Porazki","Gole_zdobyte","Gole_stracone","Bilans_goli","Punkty"
"CA Osasuna","El Sadar",23576,373439,19.655,83.4,"2022/2023","Hiszpania",19,11,1,7,24,21,3,34
"Cádiz CF","Nuevo Mirandilla",21094,337081,17.741,84.1,"2022/2023","Hiszpania",19,7,6,6,19,23,-4,27
"Villarreal CF","La Cerámica",23500,311666,16.403,69.8,"2022/2023","Hiszpania",19,12,3,4,36,18,18,39
"RCD Mallorca","Mallorca Son Moix",20500,281163,14.798,72.2,"2022/2023","Hiszpania",19,10,5,4,22,12,10,35
"Celta de Vigo","Abanca Balaídos",29000,274080,14.425,49.7,"2022/2023","Hiszpania",19,7,6,6,26,21,5,27
"UD Almería","Power Horse Stadium",18331,245621,12.927,70.5,"2022/2023","Hiszpania",19,10,3,6,29,22,7,33
"Rayo Vallecano","Campo de Fútbol de Vallecas",15105,237982,12.525,82.9,"2022/2023","Hiszpania",19,9,5,5,28,22,6,32
"Getafe CF","Coliseum",16800,220245,11.592,69,"2022/2023","Hiszpania",19,7,6,6,21,20,1,27
"Girona FC","Montilivi",13286,217946,11.471,86.3,"2022/2023","Hiszpania",19,10,3,6,35,26,9,33
"Real Madryt","Santiago Bernabéu",81044,415415,69.236,85.4,"2023/2024","Hiszpania",8,7,1,0,21,4,17,22
"Atlético Madryt","Civitas Metropolitano",67829,409034,58.433,86.2,"2023/2024","Hiszpania",10,9,1,0,23,11,12,28
"Real Betis Balompié","Benito Villamarín",60721,356815,50.974,84,"2023/2024","Hiszpania",9,5,4,0,12,4,8,19
"Athletic Bilbao","San Mamés",53289,313914,44.845,84.2,"2023/2024","Hiszpania",10,7,2,1,25,11,14,23
"Valencia CF","Mestalla",49430,303033,43.29,87.6,"2023/2024","Hiszpania",8,4,2,2,9,4,5,14
"FC Barcelona","Olímpic Lluís Companys",49472,295485,42.212,85.3,"2023/2024","Hiszpania",10,8,0,2,21,11,10,24
"Sevilla FC","Ramón Sánchez-Pizjuán",43883,259046,37.007,84.3,"2023/2024","Hiszpania",9,2,4,3,13,13,0,10
"Real Sociedad","Reale Arena ",39313,258699,32.337,82.3,"2023/2024","Hiszpania",9,5,3,1,17,10,7,18
"UD Las Palmas","Estadio de Gran Canaria",32400,151383,25.231,77.9,"2023/2024","Hiszpania",8,4,3,1,9,5,4,15
"Villarreal CF","La Cerámica",23500,144004,18.001,76.6,"2023/2024","Hiszpania",10,3,1,6,17,21,-4,10
"CA Osasuna","El Sadar",23576,142496,20.357,86.3,"2023/2024","Hiszpania",9,2,3,4,8,12,-4,9
"Celta de Vigo","Abanca Balaídos",29000,136129,19.447,67.1,"2023/2024","Hiszpania",9,1,4,4,6,12,-6,7
"Cádiz CF","Nuevo Mirandilla",21094,130670,18.667,88.5,"2023/2024","Hiszpania",9,2,5,2,8,9,-1,11
"Granada CF","Nuevo Los Cármenes",19336,125060,17.866,92.4,"2023/2024","Hiszpania",9,1,4,4,12,19,-7,7
"Deportivo Alavés","Mendizorroza",19840,120778,17.254,87,"2023/2024","Hiszpania",9,4,1,4,10,11,-1,13
"RCD Mallorca","Mallorca Son Moix",20500,101547,16.925,82.6,"2023/2024","Hiszpania",9,2,6,1,8,7,1,12
"UD Almería","Power Horse Stadium",18331,100272,14.325,78.1,"2023/2024","Hiszpania",9,0,4,5,10,18,-8,4
"Rayo Vallecano","Campo de Fútbol de Vallecas",15105,91233,13.033,86.3,"2023/2024","Hiszpania",9,1,5,3,9,16,-7,8
"Girona FC","Montilivi",13286,87776,12.539,94.4,"2023/2024","Hiszpania",9,7,1,1,21,10,11,22
"Getafe CF","Coliseum",16800,69275,11.546,68.7,"2023/2024","Hiszpania",8,5,3,0,9,4,5,18
"FC Paris Saint-Germain","Parc des Princes",49691,821466,43.235,87,"2012/2013","Francja",19,13,4,2,34,10,24,43
"LOSC Lille","Decathlon Arena-Stade Pierre-Mauroy",50186,774698,40.774,81.2,"2012/2013","Francja",19,9,7,3,32,16,16,34
"Olympique Marseille","Orange Vélodrome",67394,639411,33.653,49.9,"2012/2013","Francja",19,12,4,3,25,18,7,40
"Olympique Lyon","Groupama Stadium",59186,609587,32.084,54.2,"2012/2013","Francja",19,11,4,4,34,17,17,37
"AS Saint-Étienne","Stade Geoffroy-Guichard",42000,436360,22.966,54.7,"2012/2013","Francja",19,11,4,4,36,13,23,37
"FC Girondins Bordeaux","Matmut Atlantique",42115,368795,19.41,46.1,"2012/2013","Francja",19,8,8,3,22,19,3,32
"Stade Rennais FC","Roazhon Park",29778,345980,18.209,61.2,"2012/2013","Francja",19,6,5,8,23,27,-4,23
"FC Toulouse","Stadium Municipal",33150,336092,17.689,53.4,"2012/2013","Francja",19,7,7,5,30,26,4,28
"Montpellier HSC","Stade de la Mosson",32939,321439,16.918,51.4,"2012/2013","Francja",19,11,5,3,33,14,19,38
"AS Nancy-Lorraine","Stade Marcel-Picot",20087,296439,15.602,77.7,"2012/2013","Francja",19,5,5,9,17,26,-9,20
"Stade Reims","Stade Auguste-Delaune",21684,295937,15.576,71.8,"2012/2013","Francja",19,8,7,4,20,13,7,31
"Valenciennes FC","Stade du Hainaut",25000,293890,15.468,61.9,"2012/2013","Francja",19,9,6,4,32,21,11,33
"FC Lorient","Stade du Moustoir",19010,285918,15.048,79.2,"2012/2013","Francja",19,10,6,3,38,25,13,36
"ESTAC Troyes","Stade de l'Aube",21877,263241,13.855,63.3,"2012/2013","Francja",19,6,8,5,25,24,1,26
"FC Sochaux-Montbéliard","Stade Auguste-Bonal",20005,256442,13.497,67.5,"2012/2013","Francja",19,6,5,8,25,26,-1,23
"Stade Brestois 29","Stade Francis-Le Blé",15220,224131,11.796,77.5,"2012/2013","Francja",19,5,3,11,17,26,-9,18
"SC Bastia","Stade Armand-Cesari",16480,212814,11.823,71.7,"2012/2013","Francja",19,9,3,7,30,26,4,30
"OGC Nice","Allianz Riviera",36178,195153,10.271,28.4,"2012/2013","Francja",19,11,5,3,35,17,18,38
"FC Évian Thonon Gaillard","Stade de Vongy",1000,194005,10.211,1021.1,"2012/2013","Francja",19,6,7,6,31,25,6,25
"AC Ajaccio","Stade François-Coty",10446,128509,6.764,64.8,"2012/2013","Francja",19,7,5,7,19,20,-1,24
"FC Paris Saint-Germain","Parc des Princes",49691,862977,45.42,91.4,"2013/2014","Francja",19,15,3,1,51,7,44,48
"LOSC Lille","Decathlon Arena-Stade Pierre-Mauroy",50186,734574,38.662,77,"2013/2014","Francja",19,13,3,3,25,10,15,42
"Olympique Marseille","Orange Vélodrome",67394,722860,38.045,56.5,"2013/2014","Francja",19,10,3,6,30,20,10,33
"Olympique Lyon","Groupama Stadium",59186,655833,34.518,58.3,"2013/2014","Francja",19,8,7,4,30,15,15,31
"AS Saint-Étienne","Stade Geoffroy-Guichard",42000,577130,30.375,72.3,"2013/2014","Francja",19,12,5,2,36,15,21,41
"FC Nantes","Stade de la Beaujoire",37463,534652,28.14,75.1,"2013/2014","Francja",19,7,5,7,19,19,0,25
"OGC Nice","Allianz Riviera",36178,435342,24.186,66.9,"2013/2014","Francja",19,10,2,7,22,16,6,32
"Stade Rennais FC","Roazhon Park",29778,361714,19.038,63.9,"2013/2014","Francja",19,5,8,6,24,23,1,23
"FC Girondins Bordeaux","Matmut Atlantique",42115,357325,18.807,44.7,"2013/2014","Francja",19,10,4,5,31,20,11,34
"Stade Reims","Stade Auguste-Delaune",21684,295610,15.558,71.8,"2013/2014","Francja",19,7,6,6,26,26,0,27
"FC Lorient","Stade du Moustoir",19010,287433,15.128,79.6,"2013/2014","Francja",19,8,7,4,29,25,4,31
"EA Guingamp","Stade du Roudourou",18120,285162,15.009,82.8,"2013/2014","Francja",19,8,4,7,21,16,5,28
"FC Toulouse","Stadium Municipal",33150,284882,14.994,45.2,"2013/2014","Francja",19,5,9,5,23,26,-3,24
"Montpellier HSC","Stade de la Mosson",32939,278914,14.68,44.6,"2013/2014","Francja",19,5,9,5,22,19,3,24
"FC Sochaux-Montbéliard","Stade Auguste-Bonal",20005,273364,14.388,71.9,"2013/2014","Francja",19,8,6,5,20,18,2,30
"Valenciennes FC","Stade du Hainaut",25000,272735,14.354,57.4,"2013/2014","Francja",19,4,5,10,23,31,-8,17
"SC Bastia","Stade Armand-Cesari",16480,258581,13.61,82.6,"2013/2014","Francja",19,10,5,4,24,18,6,37
"FC Évian Thonon Gaillard","Stade de Vongy",1000,208454,10.971,1097.1,"2013/2014","Francja",19,7,6,6,25,24,1,27
"AS Monaco","Stade Louis-II",17000,157238,8.735,51.4,"2013/2014","Francja",19,12,6,1,32,14,18,42
"AC Ajaccio","Stade François-Coty",10446,113347,6.297,60.3,"2013/2014","Francja",19,3,6,10,23,33,-10,15
"Olympique Marseille","Orange Vélodrome",67394,998398,52.547,78,"2014/2015","Francja",19,13,2,4,40,22,18,41
"FC Paris Saint-Germain","Parc des Princes",49691,869997,45.789,92.2,"2014/2015","Francja",19,15,4,0,52,14,38,49
"LOSC Lille","Decathlon Arena-Stade Pierre-Mauroy",50186,694482,36.552,72.8,"2014/2015","Francja",19,11,5,3,26,12,14,38
"Olympique Lyon","Groupama Stadium",59186,664036,34.949,59.1,"2014/2015","Francja",19,14,3,2,40,11,29,45
"AS Saint-Étienne","Stade Geoffroy-Guichard",42000,610860,32.151,76.6,"2014/2015","Francja",19,12,5,2,32,11,21,41
"FC Nantes","Stade de la Beaujoire",37463,493714,25.985,69.4,"2014/2015","Francja",19,7,7,5,17,17,0,28
"FC Girondins Bordeaux","Matmut Atlantique",42115,445655,23.456,55.7,"2014/2015","Francja",19,12,5,2,31,23,8,41
"Stade Rennais FC","Roazhon Park",29778,382459,20.129,67.6,"2014/2015","Francja",19,8,5,6,22,22,0,29
"FC Metz","Stade Saint-Symphorien",28786,352728,18.565,64.5,"2014/2015","Francja",19,6,4,9,26,32,-6,22
"OGC Nice","Allianz Riviera",36178,346306,19.239,53.2,"2014/2015","Francja",19,6,6,7,21,24,-3,24
"RC Lens","Stade Bollaert-Delelis",38223,326900,17.205,45,"2014/2015","Francja",19,5,4,10,14,24,-10,19
"SM Caen","Stade Michel-d'Ornano",20500,321131,16.902,82.5,"2014/2015","Francja",19,7,3,9,26,25,1,24
"FC Toulouse","Stadium Municipal",33150,298059,15.687,47.3,"2014/2015","Francja",19,8,6,5,28,29,-1,30
"EA Guingamp","Stade du Roudourou",18120,283852,14.94,82.5,"2014/2015","Francja",19,9,1,9,23,25,-2,28
"Stade Reims","Stade Auguste-Delaune",21684,267731,14.091,65,"2014/2015","Francja",19,8,3,8,24,29,-5,27
"FC Lorient","Stade du Moustoir",19010,260183,13.694,72,"2014/2015","Francja",19,6,5,8,17,17,0,23
"Montpellier HSC","Stade de la Mosson",32939,244341,12.86,39,"2014/2015","Francja",19,11,2,6,30,21,9,35
"SC Bastia","Stade Armand-Cesari",16480,231401,12.856,78,"2014/2015","Francja",19,8,7,4,24,18,6,31
"FC Évian Thonon Gaillard","Stade de Vongy",1000,199776,10.515,1051.5,"2014/2015","Francja",19,7,2,10,20,25,-5,23
"AS Monaco","Stade Louis-II",17000,148426,7.812,46,"2014/2015","Francja",19,8,9,2,23,10,13,33
"FC Paris Saint-Germain","Parc des Princes",49691,877960,46.208,93,"2015/2016","Francja",19,15,3,1,59,12,47,48
"Olympique Marseille","Orange Vélodrome",67394,826731,43.512,64.6,"2015/2016","Francja",19,3,11,5,27,24,3,20
"Olympique Lyon","Groupama Stadium",59186,766170,40.325,68.1,"2015/2016","Francja",19,12,4,3,42,16,26,40
"AS Saint-Étienne","Stade Geoffroy-Guichard",42000,576237,30.328,72.2,"2015/2016","Francja",19,10,4,5,25,15,10,34
"LOSC Lille","Decathlon Arena-Stade Pierre-Mauroy",50186,575097,30.268,60.3,"2015/2016","Francja",19,9,6,4,21,11,10,33
"FC Girondins Bordeaux","Matmut Atlantique",42115,476686,25.089,59.6,"2015/2016","Francja",19,8,7,4,27,20,7,31
"FC Nantes","Stade de la Beaujoire",37463,459297,24.174,64.5,"2015/2016","Francja",19,8,5,6,20,20,0,29
"Stade Rennais FC","Roazhon Park",29778,440464,23.182,77.9,"2015/2016","Francja",19,6,7,6,25,25,0,25
"OGC Nice","Allianz Riviera",36178,364560,19.187,53,"2015/2016","Francja",19,12,2,5,32,16,16,38
"SM Caen","Stade Michel-d'Ornano",20500,335555,17.661,86.2,"2015/2016","Francja",19,9,3,7,19,23,-4,30
"FC Toulouse","Stadium Municipal",33150,310051,16.318,49.2,"2015/2016","Francja",19,6,7,6,29,21,8,25
"EA Guingamp","Stade du Roudourou",18120,277984,14.631,80.7,"2015/2016","Francja",19,6,7,6,31,28,3,25
"Angers SCO","Stade Raymond Kopa",19350,256987,13.526,69.9,"2015/2016","Francja",19,6,8,5,20,15,5,26
"Stade Reims","Stade Auguste-Delaune",21684,256177,13.483,62.2,"2015/2016","Francja",19,7,5,7,28,23,5,26
"Montpellier HSC","Stade de la Mosson",32939,243347,12.808,38.9,"2015/2016","Francja",19,9,0,10,26,23,3,27
"ESTAC Troyes","Stade de l'Aube",21877,236961,12.472,57,"2015/2016","Francja",19,1,7,11,13,36,-23,10
"FC Lorient","Stade du Moustoir",19010,227868,11.993,63.1,"2015/2016","Francja",19,7,7,5,26,21,5,28
"SC Bastia","Stade Armand-Cesari",16480,219626,11.559,70.1,"2015/2016","Francja",19,11,2,6,23,14,9,35
"AS Monaco","Stade Louis-II",17000,149024,7.843,46.1,"2015/2016","Francja",19,10,6,3,30,19,11,36
"GFC Ajaccio","Stade Ange-Casanova",4050,70656,3.719,91.8,"2015/2016","Francja",19,5,7,7,23,32,-9,22
"FC Paris Saint-Germain","Parc des Princes",49691,858030,45.159,90.9,"2016/2017","Francja",19,13,6,0,42,7,35,45
"Olympique Marseille","Orange Vélodrome",67394,758061,39.898,59.2,"2016/2017","Francja",19,13,4,2,33,13,20,43
"Olympique Lyon","Groupama Stadium",59186,744248,39.171,66.2,"2016/2017","Francja",19,12,1,6,46,26,20,39
"LOSC Lille","Decathlon Arena-Stade Pierre-Mauroy",50186,560257,29.487,58.8,"2016/2017","Francja",19,7,3,9,24,24,0,24
"AS Saint-Étienne","Stade Geoffroy-Guichard",42000,490083,27.227,64.8,"2016/2017","Francja",19,7,9,3,24,18,6,30
"FC Girondins Bordeaux","Matmut Atlantique",42115,460127,24.217,57.5,"2016/2017","Francja",19,9,6,4,27,19,8,33
"FC Nantes","Stade de la Beaujoire",37463,439886,23.152,61.8,"2016/2017","Francja",19,8,4,7,19,24,-5,28
"OGC Nice","Allianz Riviera",36178,435405,22.916,63.3,"2016/2017","Francja",19,14,4,1,39,16,23,46
"Stade Rennais FC","Roazhon Park",29778,431082,22.689,76.2,"2016/2017","Francja",19,10,6,3,26,15,11,36
"AS Nancy-Lorraine","Stade Marcel-Picot",20087,332801,17.516,87.2,"2016/2017","Francja",19,7,3,9,21,23,-2,24
"FC Toulouse","Stadium Municipal",33150,324294,17.068,51.5,"2016/2017","Francja",19,8,6,5,28,18,10,30
"SM Caen","Stade Michel-d'Ornano",20500,318356,16.756,81.7,"2016/2017","Francja",19,7,2,10,21,37,-16,23
"FC Metz","Stade Saint-Symphorien",28786,291535,16.196,56.3,"2016/2017","Francja",19,7,7,5,27,34,-7,28
"EA Guingamp","Stade du Roudourou",18120,281003,14.79,81.6,"2016/2017","Francja",19,12,3,4,28,13,15,39
"Montpellier HSC","Stade de la Mosson",32939,234763,12.356,37.5,"2016/2017","Francja",19,8,5,6,28,22,6,29
"Angers SCO","Stade Raymond Kopa",19350,227121,11.954,61.8,"2016/2017","Francja",19,8,5,6,23,17,6,29
"FC Lorient","Stade du Moustoir",19010,224802,11.832,62.2,"2016/2017","Francja",19,7,4,8,25,29,-4,25
"Dijon FCO","Stade Gaston-Gérard",16098,192433,10.128,62.9,"2016/2017","Francja",19,7,6,6,27,21,6,27
"AS Monaco","Stade Louis-II",17000,179134,9.428,55.5,"2016/2017","Francja",19,17,1,1,63,13,50,52
"SC Bastia","Stade Armand-Cesari",16480,178682,10.511,63.8,"2016/2017","Francja",19,5,10,4,17,14,3,24
"FC Paris Saint-Germain","Parc des Princes",49691,891669,46.93,94.4,"2017/2018","Francja",19,17,1,1,70,15,55,52
"Olympique Marseille","Orange Vélodrome",67394,885712,46.616,69.2,"2017/2018","Francja",19,12,5,2,44,19,25,41
"Olympique Lyon","Groupama Stadium",59186,874091,46.005,77.7,"2017/2018","Francja",19,12,5,2,38,18,20,41
"LOSC Lille","Decathlon Arena-Stade Pierre-Mauroy",50186,597608,33.2,66.2,"2017/2018","Francja",19,6,6,7,24,27,-3,24
"AS Saint-Étienne","Stade Geoffroy-Guichard",42000,534689,28.142,67,"2017/2018","Francja",19,8,7,4,32,27,5,31
"FC Girondins Bordeaux","Matmut Atlantique",42115,494909,26.048,61.9,"2017/2018","Francja",19,9,4,6,27,23,4,31
"FC Nantes","Stade de la Beaujoire",37463,466626,24.559,65.6,"2017/2018","Francja",19,8,4,7,15,17,-2,28
"RC Strasbourg Alsace","Stade de la Meinau",26109,457218,24.064,92.2,"2017/2018","Francja",19,7,6,6,27,27,0,27
"Stade Rennais FC","Roazhon Park",29778,439111,23.111,77.6,"2017/2018","Francja",19,8,4,7,21,22,-1,28
"OGC Nice","Allianz Riviera",36178,434653,22.876,63.2,"2017/2018","Francja",19,10,3,6,29,23,6,33
"SM Caen","Stade Michel-d'Ornano",20500,326545,17.187,83.8,"2017/2018","Francja",19,7,5,7,17,19,-2,26
"FC Toulouse","Stadium Municipal",33150,321656,16.929,51.1,"2017/2018","Francja",19,7,5,7,23,21,2,26
"FC Metz","Stade Saint-Symphorien",28786,282033,14.844,51.6,"2017/2018","Francja",19,3,4,12,16,37,-21,13
"EA Guingamp","Stade du Roudourou",18120,275531,14.502,80,"2017/2018","Francja",19,8,7,4,30,24,6,31
"Montpellier HSC","Stade de la Mosson",32939,246562,12.977,39.4,"2017/2018","Francja",19,5,9,5,20,19,1,24
"Dijon FCO","Stade Gaston-Gérard",16098,232330,12.228,76,"2017/2018","Francja",19,11,3,5,35,28,7,36
"ESTAC Troyes","Stade de l'Aube",21877,231729,12.196,55.8,"2017/2018","Francja",19,7,3,9,17,22,-5,24
"Angers SCO","Stade Raymond Kopa",19350,210242,11.065,57.2,"2017/2018","Francja",19,5,7,7,23,28,-5,22
"Amiens SC","Stade Crédit Agricole la Licorne",12999,180891,9.521,73.2,"2017/2018","Francja",19,8,5,6,26,19,7,29
"AS Monaco","Stade Louis-II",17000,175618,9.243,54.4,"2017/2018","Francja",19,15,3,1,47,17,30,48
"Olympique Marseille","Orange Vélodrome",67394,954212,53.012,78.7,"2018/2019","Francja",19,11,4,4,31,17,14,37
"Olympique Lyon","Groupama Stadium",59186,932507,49.079,82.9,"2018/2019","Francja",19,12,4,3,38,19,19,40
"FC Paris Saint-Germain","Parc des Princes",49691,891310,46.911,94.4,"2018/2019","Francja",19,17,2,0,63,10,53,53
"LOSC Lille","Decathlon Arena-Stade Pierre-Mauroy",50186,647508,34.079,67.9,"2018/2019","Francja",19,13,4,2,42,11,31,43
"AS Saint-Étienne","Stade Geoffroy-Guichard",42000,539592,28.4,67.6,"2018/2019","Francja",19,13,2,4,34,14,20,41
"RC Strasbourg Alsace","Stade de la Meinau",26109,479103,25.216,96.6,"2018/2019","Francja",19,6,8,5,31,25,6,26
"FC Nantes","Stade de la Beaujoire",37463,478519,25.185,67.2,"2018/2019","Francja",19,9,4,6,35,24,11,31
"Stade Rennais FC","Roazhon Park",29778,449829,23.675,79.5,"2018/2019","Francja",19,8,7,4,27,18,9,31
"FC Girondins Bordeaux","Matmut Atlantique",42115,396124,20.849,49.5,"2018/2019","Francja",19,7,6,6,24,21,3,27
"OGC Nice","Allianz Riviera",36178,363387,19.126,52.9,"2018/2019","Francja",19,10,4,5,19,14,5,34
"SM Caen","Stade Michel-d'Ornano",20500,316422,16.654,81.2,"2018/2019","Francja",19,4,5,10,16,27,-11,17
"FC Toulouse","Stadium Municipal",33150,308259,16.224,48.9,"2018/2019","Francja",19,4,9,6,20,26,-6,21
"EA Guingamp","Stade du Roudourou",18120,279880,14.731,81.3,"2018/2019","Francja",19,3,7,9,16,27,-11,16
"Stade Reims","Stade Auguste-Delaune",21684,272488,14.341,66.1,"2018/2019","Francja",19,8,7,4,21,18,3,31
"Nîmes Olympique","Stade des Antonins",8033,265343,13.965,173.9,"2018/2019","Francja",19,9,5,5,30,20,10,32
"Montpellier HSC","Stade de la Mosson",32939,262745,13.829,42,"2018/2019","Francja",19,8,8,3,31,20,11,32
"Dijon FCO","Stade Gaston-Gérard",16098,247831,13.044,81,"2018/2019","Francja",19,6,4,9,18,29,-11,22
"Angers SCO","Stade Raymond Kopa",19350,212657,11.192,57.8,"2018/2019","Francja",19,5,9,5,24,22,2,24
"Amiens SC","Stade Crédit Agricole la Licorne",12999,207037,10.897,83.8,"2018/2019","Francja",19,7,5,7,20,22,-2,26
"AS Monaco","Stade Louis-II",17000,160512,8.448,49.7,"2018/2019","Francja",19,4,6,9,19,29,-10,18
"Olympique Marseille","Orange Vélodrome",67394,739264,52.805,78.4,"2019/2020","Francja",14,8,4,2,21,14,7,28
"FC Paris Saint-Germain","Parc des Princes",49691,665231,47.517,95.6,"2019/2020","Francja",14,12,1,1,44,11,33,37
"Olympique Lyon","Groupama Stadium",59186,614882,47.299,79.9,"2019/2020","Francja",13,5,4,4,17,7,10,19
"LOSC Lille","Decathlon Arena-Stade Pierre-Mauroy",50186,546847,36.456,72.6,"2019/2020","Francja",15,11,2,2,24,9,15,35
"Stade Rennais FC","Roazhon Park",29778,362501,25.893,87,"2019/2020","Francja",14,9,2,3,25,14,11,29
"FC Nantes","Stade de la Beaujoire",37463,352787,25.199,67.3,"2019/2020","Francja",14,6,2,6,11,11,0,20
"AS Saint-Étienne","Stade Geoffroy-Guichard",42000,340561,24.326,57.9,"2019/2020","Francja",14,4,6,4,15,18,-3,18
"RC Strasbourg Alsace","Stade de la Meinau",26109,323774,24.906,95.4,"2019/2020","Francja",13,7,3,3,22,14,8,24
"FC Girondins Bordeaux","Matmut Atlantique",42115,304585,23.43,55.6,"2019/2020","Francja",13,4,5,4,19,12,7,17
"OGC Nice","Allianz Riviera",36178,288377,19.225,53.1,"2019/2020","Francja",15,8,4,3,28,20,8,28
"FC Metz","Stade Saint-Symphorien",28786,232156,16.583,57.6,"2019/2020","Francja",14,5,4,5,18,17,1,19
"Montpellier HSC","Stade de la Mosson",32939,198052,14.147,43,"2019/2020","Francja",14,10,2,2,26,10,16,32
"Stade Brestois 29","Stade Francis-Le Blé",15220,192039,13.717,90.1,"2019/2020","Francja",14,6,6,2,21,11,10,24
"FC Toulouse","Stadium Municipal",33150,185010,14.232,42.9,"2019/2020","Francja",13,3,0,10,11,24,-13,9
"Stade Reims","Stade Auguste-Delaune",21684,181052,12.932,59.6,"2019/2020","Francja",14,5,7,2,12,7,5,22
"Dijon FCO","Stade Gaston-Gérard",16098,177884,12.706,78.9,"2019/2020","Francja",14,6,6,2,20,15,5,24
"Nîmes Olympique","Stade des Antonins",8033,175771,12.555,156.3,"2019/2020","Francja",14,6,2,6,17,15,2,20
"Amiens SC","Stade Crédit Agricole la Licorne",12999,164620,11.759,90.5,"2019/2020","Francja",14,3,5,6,17,23,-6,14
"Angers SCO","Stade Raymond Kopa",19350,147369,9.825,50.8,"2019/2020","Francja",15,8,3,4,20,13,7,27
"AS Monaco","Stade Louis-II",17000,92979,6.641,39.1,"2019/2020","Francja",14,8,2,4,29,22,7,26
"Angers SCO","Stade Raymond Kopa",19350,20948,5.237,27.1,"2020/2021","Francja",19,6,3,10,20,27,-7,21
"FC Metz","Stade Saint-Symphorien",28786,19463,4.866,16.9,"2020/2021","Francja",19,5,5,9,19,26,-7,20
"FC Lorient","Stade du Moustoir",19010,19277,4.819,25.4,"2020/2021","Francja",19,10,2,7,31,29,2,32
"Stade Brestois 29","Stade Francis-Le Blé",15220,18766,4.692,30.8,"2020/2021","Francja",19,8,4,7,32,33,-1,28
"RC Strasbourg Alsace","Stade de la Meinau",26109,18754,4.689,18,"2020/2021","Francja",19,4,5,10,21,29,-8,17
"RC Lens","Stade Bollaert-Delelis",38223,14883,4.961,13,"2020/2021","Francja",19,7,7,5,28,26,2,28
"Stade Rennais FC","Roazhon Park",29778,14124,3.531,11.9,"2020/2021","Francja",19,9,4,6,26,21,5,31
"Dijon FCO","Stade Gaston-Gérard",16098,13840,3.46,21.5,"2020/2021","Francja",19,1,6,12,8,31,-23,9
"Stade Reims","Stade Auguste-Delaune",21684,12525,4.175,19.3,"2020/2021","Francja",19,4,8,7,16,21,-5,20
"Nîmes Olympique","Stade des Antonins",8033,12328,3.082,38.4,"2020/2021","Francja",19,3,5,11,22,39,-17,14
"LOSC Lille","Decathlon Arena-Stade Pierre-Mauroy",50186,12149,4.05,8.1,"2020/2021","Francja",19,10,7,2,28,11,17,37
"Montpellier HSC","Stade de la Mosson",32939,10904,3.635,11,"2020/2021","Francja",19,7,4,8,34,35,-1,25
"FC Nantes","Stade de la Beaujoire",37463,10069,3.356,9,"2020/2021","Francja",19,3,8,8,21,29,-8,17
"FC Girondins Bordeaux","Matmut Atlantique",42115,9315,4.658,11.1,"2020/2021","Francja",19,7,4,8,19,21,-2,25
"Olympique Lyon","Groupama Stadium",59186,9091,3.03,5.1,"2020/2021","Francja",19,11,3,5,42,23,19,36
"AS Saint-Étienne","Stade Geoffroy-Guichard",42000,8350,2.783,6.6,"2020/2021","Francja",19,5,6,8,20,29,-9,21
"AS Monaco","Stade Louis-II",17000,8297,2.074,12.2,"2020/2021","Francja",19,12,5,2,43,21,22,41
"FC Paris Saint-Germain","Parc des Princes",49691,8256,2.752,5.5,"2020/2021","Francja",19,13,1,5,44,14,30,40
"Olympique Marseille","Orange Vélodrome",67394,2428,809,1.2,"2020/2021","Francja",19,10,5,4,32,23,9,35
